epoch,client_id,fedrn_clean_count,net2_clean_count,final_clean_count,fedrn_only_clean_count,net2_only_clean_count,both_clean_count,fedrn_only_precision,net2_only_precision,both_precision,fedrn_precision,net2_precision,final_precision,fedrn_recall,net2_recall,final_recall
356,71,301,302,301,0,1,301,0.000000,1.000000,0.993355,0.993355,0.993377,0.993355,0.996667,1.000000,0.996667
356,72,323,328,326,0,5,323,0.000000,0.000000,0.928793,0.928793,0.914634,0.920245,1.000000,1.000000,1.000000
356,40,322,325,321,1,4,321,0.000000,0.250000,0.931464,0.928571,0.923077,0.931464,0.996667,1.000000,0.996667
356,35,300,310,305,0,10,300,0.000000,0.200000,0.990000,0.990000,0.964516,0.980328,0.990000,0.996667,0.996667
356,76,298,299,299,1,2,297,0.000000,1.000000,0.996633,0.993289,0.996656,0.993311,0.986667,0.993333,0.990000
356,57,304,322,314,0,18,304,0.000000,0.388889,0.963816,0.963816,0.931677,0.952229,0.976667,1.000000,0.996667
357,29,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
357,35,299,307,302,5,13,294,0.800000,0.230769,0.996599,0.993311,0.964169,0.986755,0.990000,0.986667,0.993333
357,70,297,298,298,1,2,296,1.000000,0.000000,1.000000,1.000000,0.993289,0.996644,0.990000,0.986667,0.990000
357,64,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
357,13,299,299,299,1,1,298,1.000000,1.000000,0.996644,0.996656,0.996656,0.996656,0.993333,0.993333,0.993333
357,92,296,299,298,1,4,295,1.000000,0.500000,0.996610,0.996622,0.989967,0.996644,0.983333,0.986667,0.990000
357,34,160,160,160,0,0,160,0.000000,0.000000,0.912500,0.912500,0.912500,0.912500,0.486667,0.486667,0.486667
357,84,298,316,304,0,18,298,0.000000,0.388889,0.979866,0.979866,0.946203,0.976974,0.973333,0.996667,0.990000
357,27,314,323,317,0,9,314,0.000000,0.555556,0.939490,0.939490,0.928793,0.936909,0.983333,1.000000,0.990000
357,43,299,298,299,2,1,297,0.500000,0.000000,0.996633,0.993311,0.993289,0.993311,0.990000,0.986667,0.990000
358,13,299,299,299,0,0,299,0.000000,0.000000,0.996656,0.996656,0.996656,0.996656,0.993333,0.993333,0.993333
358,57,306,320,314,1,15,305,1.000000,0.400000,0.960656,0.960784,0.934375,0.949045,0.980000,0.996667,0.993333
358,92,292,300,298,3,11,289,0.666667,0.909091,0.993080,0.989726,0.990000,0.989933,0.963333,0.990000,0.983333
358,1,299,301,299,0,2,299,0.000000,0.000000,0.996656,0.996656,0.990033,0.996656,0.993333,0.993333,0.993333
358,38,312,317,314,0,5,312,0.000000,1.000000,0.945513,0.945513,0.946372,0.945860,0.983333,1.000000,0.990000
358,91,301,310,303,2,11,299,0.000000,0.545455,0.983278,0.976744,0.967742,0.976898,0.980000,1.000000,0.986667
358,89,299,313,304,0,14,299,0.000000,0.571429,0.973244,0.973244,0.955272,0.973684,0.970000,0.996667,0.986667
358,9,301,300,301,1,0,300,0.000000,0.000000,1.000000,0.996678,1.000000,0.996678,1.000000,1.000000,1.000000
358,31,301,302,302,2,3,299,0.500000,0.000000,0.993311,0.990033,0.983444,0.986755,0.993333,0.990000,0.993333
358,23,298,301,299,0,3,298,0.000000,0.333333,0.996644,0.996644,0.990033,0.996656,0.990000,0.993333,0.993333
359,24,305,311,306,1,7,304,1.000000,0.285714,0.963816,0.963934,0.948553,0.964052,0.980000,0.983333,0.983333
359,30,293,314,303,0,21,293,0.000000,0.666667,0.976109,0.976109,0.955414,0.973597,0.953333,1.000000,0.983333
359,74,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
359,47,294,297,294,0,3,294,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.980000,0.990000,0.980000
359,92,297,298,298,3,4,294,1.000000,0.500000,0.996599,0.996633,0.989933,0.993289,0.986667,0.983333,0.986667
359,5,298,299,298,0,1,298,0.000000,1.000000,0.993289,0.993289,0.993311,0.993289,0.986667,0.990000,0.986667
359,8,299,300,299,0,1,299,0.000000,1.000000,0.996656,0.996656,0.996667,0.996656,0.993333,0.996667,0.993333
359,98,300,303,299,7,10,293,0.857143,0.600000,0.969283,0.966667,0.957096,0.966555,0.966667,0.966667,0.963333
359,31,305,305,306,2,2,303,0.000000,0.500000,0.986799,0.980328,0.983607,0.977124,0.996667,1.000000,0.996667
359,11,302,303,301,3,4,299,0.666667,0.500000,0.976589,0.973510,0.970297,0.976744,0.980000,0.980000,0.980000
360,42,301,300,300,1,0,300,0.000000,0.000000,0.996667,0.993355,0.996667,0.996667,0.996667,0.996667,0.996667
360,63,300,303,301,0,3,300,0.000000,0.333333,0.980000,0.980000,0.973597,0.976744,0.980000,0.983333,0.980000
360,28,294,307,295,1,14,293,1.000000,0.642857,0.976109,0.976190,0.960912,0.972881,0.956667,0.983333,0.956667
360,37,304,307,305,3,6,301,0.666667,0.500000,0.973422,0.970395,0.964169,0.970492,0.983333,0.986667,0.986667
360,0,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
360,5,297,295,297,3,1,294,0.666667,1.000000,0.996599,0.993266,0.996610,0.993266,0.983333,0.980000,0.983333
360,9,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
360,79,306,318,310,0,12,306,0.000000,0.500000,0.960784,0.960784,0.943396,0.958065,0.980000,1.000000,0.990000
360,16,295,300,296,0,5,295,0.000000,0.800000,0.989831,0.989831,0.986667,0.989865,0.973333,0.986667,0.976667
360,70,299,302,299,1,4,298,1.000000,0.000000,0.993289,0.993311,0.980132,0.993311,0.990000,0.986667,0.990000
361,3,299,299,299,0,0,299,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.996667,0.996667,0.996667
361,0,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
361,51,311,318,312,0,7,311,0.000000,0.142857,0.961415,0.961415,0.943396,0.958333,0.996667,1.000000,0.996667
361,94,301,300,301,2,1,299,0.500000,0.000000,0.996656,0.993355,0.993333,0.993355,0.996667,0.993333,0.996667
361,28,295,301,298,0,6,295,0.000000,0.500000,0.983051,0.983051,0.973422,0.976510,0.966667,0.976667,0.970000
361,69,308,317,309,0,9,308,0.000000,0.111111,0.957792,0.957792,0.933754,0.957929,0.983333,0.986667,0.986667
361,68,300,302,300,0,2,300,0.000000,0.500000,0.990000,0.990000,0.986755,0.990000,0.990000,0.993333,0.990000
361,45,265,289,280,7,31,258,1.000000,0.935484,0.945736,0.947170,0.944637,0.946429,0.836667,0.910000,0.883333
361,79,300,314,305,0,14,300,0.000000,0.500000,0.970000,0.970000,0.949045,0.967213,0.970000,0.993333,0.983333
361,42,301,304,301,0,3,301,0.000000,0.333333,0.993355,0.993355,0.986842,0.993355,0.996667,1.000000,0.996667
362,99,312,324,313,0,12,312,0.000000,0.166667,0.955128,0.955128,0.925926,0.955272,0.993333,1.000000,0.996667
362,37,301,309,304,1,9,300,1.000000,0.444444,0.976667,0.976744,0.961165,0.970395,0.980000,0.990000,0.983333
362,95,300,310,305,0,10,300,0.000000,0.600000,0.970000,0.970000,0.958065,0.963934,0.970000,0.990000,0.980000
362,14,299,298,301,4,3,295,0.750000,0.666667,0.996610,0.993311,0.993289,0.993355,0.990000,0.986667,0.996667
362,8,297,298,298,0,1,297,0.000000,1.000000,0.996633,0.996633,0.996644,0.996644,0.986667,0.990000,0.990000
362,57,312,318,314,1,7,311,1.000000,0.285714,0.954984,0.955128,0.940252,0.952229,0.993333,0.996667,0.996667
362,51,311,322,313,0,11,311,0.000000,0.090909,0.961415,0.961415,0.931677,0.955272,0.996667,1.000000,0.996667
362,66,300,301,301,0,1,300,0.000000,1.000000,0.990000,0.990000,0.990033,0.990033,0.990000,0.993333,0.993333
362,65,292,302,293,4,14,288,1.000000,0.785714,0.972222,0.972603,0.963576,0.972696,0.946667,0.970000,0.950000
362,21,297,310,301,1,14,296,1.000000,0.571429,0.972973,0.973064,0.954839,0.970100,0.963333,0.986667,0.973333
363,46,305,304,305,1,0,304,0.000000,0.000000,0.983553,0.980328,0.983553,0.980328,0.996667,0.996667,0.996667
363,76,299,297,300,3,1,296,0.666667,0.000000,1.000000,0.996656,0.996633,0.993333,0.993333,0.986667,0.993333
363,15,306,314,310,0,8,306,0.000000,0.125000,0.973856,0.973856,0.952229,0.961290,0.993333,0.996667,0.993333
363,2,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
363,51,308,317,313,0,9,308,0.000000,0.222222,0.967532,0.967532,0.946372,0.958466,0.993333,1.000000,1.000000
363,25,299,297,299,3,1,296,0.666667,1.000000,0.993243,0.989967,0.993266,0.989967,0.986667,0.983333,0.986667
363,11,302,322,305,1,21,301,0.000000,0.380952,0.970100,0.966887,0.931677,0.967213,0.973333,1.000000,0.983333
363,38,311,316,314,0,5,311,0.000000,0.800000,0.948553,0.948553,0.946203,0.945860,0.983333,0.996667,0.990000
363,82,297,298,298,0,1,297,0.000000,1.000000,0.993266,0.993266,0.993289,0.993289,0.983333,0.986667,0.986667
363,63,299,303,302,1,5,298,1.000000,0.800000,0.979866,0.979933,0.976898,0.980132,0.976667,0.986667,0.986667
364,52,301,300,301,1,0,300,1.000000,0.000000,0.993333,0.993355,0.993333,0.993355,0.996667,0.993333,0.996667
364,46,304,304,304,1,1,303,0.000000,1.000000,0.986799,0.983553,0.986842,0.983553,0.996667,1.000000,0.996667
364,0,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
364,54,302,302,302,0,0,302,0.000000,0.000000,0.993377,0.993377,0.993377,0.993377,1.000000,1.000000,1.000000
364,77,301,301,301,3,3,298,0.666667,0.333333,0.993289,0.990033,0.986711,0.990033,0.993333,0.990000,0.993333
364,16,293,298,296,0,5,293,0.000000,0.800000,0.993174,0.993174,0.989933,0.989865,0.970000,0.983333,0.976667
364,18,298,298,299,2,2,296,0.500000,0.500000,0.996622,0.993289,0.993289,0.993311,0.986667,0.986667,0.990000
364,36,300,302,300,0,2,300,0.000000,0.000000,0.996667,0.996667,0.990066,0.996667,0.996667,0.996667,0.996667
364,24,310,310,309,2,2,308,1.000000,0.000000,0.957792,0.958065,0.951613,0.957929,0.990000,0.983333,0.986667
364,48,306,310,307,2,6,304,1.000000,0.333333,0.967105,0.967320,0.954839,0.967427,0.986667,0.986667,0.990000
365,26,303,319,306,1,17,302,0.000000,0.117647,0.986755,0.983498,0.940439,0.980392,0.993333,1.000000,1.000000
365,82,299,300,299,0,1,299,0.000000,0.000000,0.993311,0.993311,0.990000,0.993311,0.990000,0.990000,0.990000
365,97,308,313,311,4,9,304,0.750000,0.555556,0.960526,0.957792,0.948882,0.954984,0.983333,0.990000,0.990000
365,95,299,309,304,1,11,298,1.000000,0.454545,0.973154,0.973244,0.954693,0.963816,0.970000,0.983333,0.976667
365,88,300,301,300,0,1,300,0.000000,0.000000,1.000000,1.000000,0.996678,1.000000,1.000000,1.000000,1.000000
365,96,303,304,303,1,2,302,1.000000,0.000000,0.990066,0.990099,0.983553,0.990099,1.000000,0.996667,1.000000
365,4,298,302,300,1,5,297,1.000000,0.600000,0.993266,0.993289,0.986755,0.990000,0.986667,0.993333,0.990000
365,58,302,309,305,0,7,302,0.000000,0.142857,0.986755,0.986755,0.967638,0.980328,0.993333,0.996667,0.996667
365,11,300,308,301,0,8,300,0.000000,0.625000,0.976667,0.976667,0.967532,0.976744,0.976667,0.993333,0.980000
365,24,307,313,310,2,8,305,1.000000,0.375000,0.957377,0.957655,0.942492,0.951613,0.980000,0.983333,0.983333
366,42,300,306,302,0,6,300,0.000000,0.166667,0.996667,0.996667,0.980392,0.990066,0.996667,1.000000,0.996667
366,77,299,295,298,7,3,292,1.000000,0.666667,0.989726,0.989967,0.986441,0.989933,0.986667,0.970000,0.983333
366,24,309,307,311,5,3,304,0.600000,0.333333,0.960526,0.954693,0.954397,0.951768,0.983333,0.976667,0.986667
366,65,298,304,301,2,8,296,0.500000,0.875000,0.976351,0.973154,0.973684,0.976744,0.966667,0.986667,0.980000
366,6,301,303,302,0,2,301,0.000000,0.000000,0.993355,0.993355,0.986799,0.990066,0.996667,0.996667,0.996667
366,41,299,306,300,1,8,298,1.000000,0.500000,0.986577,0.986622,0.973856,0.983333,0.983333,0.993333,0.983333
366,58,298,308,300,1,11,297,1.000000,0.636364,0.979798,0.979866,0.967532,0.980000,0.973333,0.993333,0.980000
366,5,298,300,299,0,2,298,0.000000,1.000000,0.993289,0.993289,0.993333,0.993311,0.986667,0.993333,0.990000
366,14,302,304,301,2,4,300,0.000000,0.250000,0.993333,0.986755,0.983553,0.990033,0.993333,0.996667,0.993333
366,91,292,313,303,0,21,292,0.000000,0.666667,0.979452,0.979452,0.958466,0.976898,0.953333,1.000000,0.986667
367,54,301,302,302,0,1,301,0.000000,1.000000,0.993355,0.993355,0.993377,0.993377,0.996667,1.000000,1.000000
367,12,291,313,300,0,22,291,0.000000,0.500000,0.993127,0.993127,0.958466,0.986667,0.963333,1.000000,0.986667
367,80,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
367,61,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
367,78,302,309,303,1,8,301,1.000000,1.000000,0.956811,0.956954,0.957929,0.957096,0.963333,0.986667,0.966667
367,60,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
367,98,302,305,304,1,4,301,1.000000,0.500000,0.970100,0.970199,0.963934,0.967105,0.976667,0.980000,0.980000
367,68,300,299,300,2,1,298,0.500000,1.000000,0.993289,0.990000,0.993311,0.990000,0.990000,0.990000,0.990000
367,39,306,311,310,2,7,304,0.500000,0.571429,0.970395,0.967320,0.961415,0.961290,0.986667,0.996667,0.993333
367,99,314,324,314,1,11,313,0.000000,0.090909,0.955272,0.952229,0.925926,0.952229,0.996667,1.000000,0.996667
368,69,311,321,314,0,10,311,0.000000,0.400000,0.948553,0.948553,0.931464,0.942675,0.983333,0.996667,0.986667
368,73,301,302,300,1,2,300,0.000000,0.500000,0.996667,0.993355,0.993377,0.996667,0.996667,1.000000,0.996667
368,96,301,301,301,1,1,300,0.000000,0.000000,0.993333,0.990033,0.990033,0.990033,0.993333,0.993333,0.993333
368,18,299,299,299,0,0,299,0.000000,0.000000,0.993311,0.993311,0.993311,0.993311,0.990000,0.990000,0.990000
368,22,298,307,299,0,9,298,0.000000,0.444444,0.993289,0.993289,0.977199,0.989967,0.986667,1.000000,0.986667
368,12,297,302,298,1,6,296,1.000000,0.500000,0.993243,0.993266,0.983444,0.989933,0.983333,0.990000,0.983333
368,72,323,328,325,0,5,323,0.000000,0.000000,0.928793,0.928793,0.914634,0.923077,1.000000,1.000000,1.000000
368,62,300,303,301,1,4,299,1.000000,0.750000,0.986622,0.986667,0.983498,0.986711,0.986667,0.993333,0.990000
368,8,298,299,298,0,1,298,0.000000,1.000000,0.996644,0.996644,0.996656,0.996644,0.990000,0.993333,0.990000
368,97,309,310,309,5,6,304,1.000000,0.166667,0.963816,0.964401,0.948387,0.961165,0.993333,0.980000,0.990000
369,18,299,300,299,1,2,298,1.000000,0.500000,0.993289,0.993311,0.990000,0.993311,0.990000,0.990000,0.990000
369,77,301,309,301,0,8,301,0.000000,0.125000,0.990033,0.990033,0.967638,0.990033,0.993333,0.996667,0.993333
369,21,305,316,310,0,11,305,0.000000,0.454545,0.967213,0.967213,0.949367,0.958065,0.983333,1.000000,0.990000
369,3,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
369,70,297,299,298,0,2,297,0.000000,0.500000,0.996633,0.996633,0.993311,0.993289,0.986667,0.990000,0.986667
369,33,306,311,306,0,5,306,0.000000,0.000000,0.980392,0.980392,0.964630,0.980392,1.000000,1.000000,1.000000
369,7,303,304,304,1,2,302,1.000000,0.500000,0.986755,0.986799,0.983553,0.986842,0.996667,0.996667,1.000000
369,51,311,317,313,0,6,311,0.000000,0.166667,0.961415,0.961415,0.946372,0.958466,0.996667,1.000000,1.000000
369,41,299,304,301,0,5,299,0.000000,0.800000,0.983278,0.983278,0.980263,0.983389,0.980000,0.993333,0.986667
369,22,303,307,303,1,5,302,1.000000,0.000000,0.986755,0.986799,0.970684,0.986799,0.996667,0.993333,0.996667
370,22,297,312,298,0,15,297,0.000000,0.333333,0.993266,0.993266,0.961538,0.993289,0.983333,1.000000,0.986667
370,71,301,300,301,1,0,300,1.000000,0.000000,0.993333,0.993355,0.993333,0.993355,0.996667,0.993333,0.996667
370,82,299,304,299,0,5,299,0.000000,0.000000,0.993311,0.993311,0.976974,0.993311,0.990000,0.990000,0.990000
370,36,299,300,300,1,2,298,1.000000,0.500000,1.000000,1.000000,0.996667,0.996667,0.996667,0.996667,0.996667
370,7,301,300,302,2,1,299,1.000000,1.000000,0.986622,0.986711,0.986667,0.986755,0.990000,0.986667,0.993333
370,41,293,298,297,2,7,291,1.000000,0.714286,0.986254,0.986348,0.979866,0.983165,0.963333,0.973333,0.973333
370,38,313,319,315,0,6,313,0.000000,0.500000,0.948882,0.948882,0.940439,0.946032,0.990000,1.000000,0.993333
370,3,299,301,300,0,2,299,0.000000,0.500000,1.000000,1.000000,0.996678,1.000000,0.996667,1.000000,1.000000
370,62,300,297,302,14,11,286,0.928571,0.090909,0.989510,0.986667,0.956229,0.983444,0.986667,0.946667,0.990000
370,28,295,298,298,3,6,292,1.000000,0.833333,0.982877,0.983051,0.979866,0.979866,0.966667,0.973333,0.973333
371,73,300,302,301,0,2,300,0.000000,0.500000,0.996667,0.996667,0.993377,0.996678,0.996667,1.000000,1.000000
371,49,303,309,307,0,6,303,0.000000,0.833333,0.966997,0.966997,0.964401,0.967427,0.976667,0.993333,0.990000
371,18,292,299,298,2,9,290,0.000000,1.000000,0.996552,0.989726,0.996656,0.996644,0.963333,0.993333,0.990000
371,72,324,328,327,0,4,324,0.000000,0.000000,0.925926,0.925926,0.914634,0.917431,1.000000,1.000000,1.000000
371,41,300,301,301,2,3,298,1.000000,0.333333,0.986577,0.986667,0.980066,0.986711,0.986667,0.983333,0.990000
371,35,252,160,236,93,1,159,1.000000,0.000000,0.930818,0.956349,0.925000,0.949153,0.803333,0.493333,0.746667
371,30,303,316,307,0,13,303,0.000000,0.384615,0.973597,0.973597,0.949367,0.973941,0.983333,1.000000,0.996667
371,45,298,306,300,4,12,294,0.250000,0.583333,0.979592,0.969799,0.964052,0.966667,0.963333,0.983333,0.966667
371,10,302,315,309,1,14,301,1.000000,0.571429,0.960133,0.960265,0.942857,0.957929,0.966667,0.990000,0.986667
371,28,295,295,296,3,3,292,1.000000,1.000000,0.982877,0.983051,0.983051,0.983108,0.966667,0.966667,0.970000
372,17,300,299,300,5,4,295,0.600000,0.500000,0.976271,0.970000,0.969900,0.970000,0.970000,0.966667,0.970000
372,84,301,319,304,0,18,301,0.000000,0.222222,0.980066,0.980066,0.937304,0.976974,0.983333,0.996667,0.990000
372,5,298,301,299,0,3,298,0.000000,0.666667,0.993289,0.993289,0.990033,0.993311,0.986667,0.993333,0.990000
372,48,305,309,310,1,5,304,1.000000,0.400000,0.970395,0.970492,0.961165,0.961290,0.986667,0.990000,0.993333
372,30,302,312,306,1,11,301,0.000000,0.545455,0.976744,0.973510,0.961538,0.973856,0.980000,1.000000,0.993333
372,37,302,315,305,1,14,301,1.000000,0.285714,0.976744,0.976821,0.946032,0.973770,0.983333,0.993333,0.990000
372,7,299,308,301,0,9,299,0.000000,0.666667,0.983278,0.983278,0.974026,0.983389,0.980000,1.000000,0.986667
372,40,323,325,323,0,2,323,0.000000,0.500000,0.925697,0.925697,0.923077,0.925697,0.996667,1.000000,0.996667
372,22,300,302,301,0,2,300,0.000000,0.500000,0.993333,0.993333,0.990066,0.993355,0.993333,0.996667,0.996667
372,95,298,305,300,1,8,297,1.000000,0.625000,0.973064,0.973154,0.963934,0.973333,0.966667,0.980000,0.973333
373,94,298,301,299,0,3,298,0.000000,0.666667,0.996644,0.996644,0.993355,0.996656,0.990000,0.996667,0.993333
373,41,298,302,301,0,4,298,0.000000,0.250000,0.993289,0.993289,0.983444,0.986711,0.986667,0.990000,0.990000
373,81,288,303,290,2,17,286,1.000000,0.647059,0.979021,0.979167,0.960396,0.975862,0.940000,0.970000,0.943333
373,47,294,295,294,0,1,294,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.980000,0.983333,0.980000
373,3,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
373,1,299,297,299,3,1,296,1.000000,0.000000,0.996622,0.996656,0.993266,0.996656,0.993333,0.983333,0.993333
373,18,300,301,300,0,1,300,0.000000,1.000000,0.993333,0.993333,0.993355,0.993333,0.993333,0.996667,0.993333
373,83,296,300,297,0,4,296,0.000000,0.750000,1.000000,1.000000,0.996667,0.996633,0.986667,0.996667,0.986667
373,71,301,303,301,1,3,300,1.000000,0.333333,0.993333,0.993355,0.986799,0.993355,0.996667,0.996667,0.996667
373,57,312,321,314,0,9,312,0.000000,0.222222,0.955128,0.955128,0.934579,0.952229,0.993333,1.000000,0.996667
374,62,295,299,294,1,5,294,1.000000,0.800000,0.993197,0.993220,0.989967,0.993197,0.976667,0.986667,0.973333
374,4,300,304,300,1,5,299,1.000000,0.600000,0.989967,0.990000,0.983553,0.990000,0.990000,0.996667,0.990000
374,58,297,309,305,2,14,295,0.000000,0.500000,0.989831,0.983165,0.967638,0.977049,0.973333,0.996667,0.993333
374,86,297,300,298,0,3,297,0.000000,0.666667,0.996633,0.996633,0.993333,0.996644,0.986667,0.993333,0.990000
374,76,299,298,299,1,0,298,0.000000,0.000000,1.000000,0.996656,1.000000,0.996656,0.993333,0.993333,0.993333
374,48,300,313,308,0,13,300,0.000000,0.538462,0.973333,0.973333,0.955272,0.964286,0.973333,0.996667,0.990000
374,73,300,300,301,1,1,299,1.000000,1.000000,0.996656,0.996667,0.996667,0.996678,0.996667,0.996667,1.000000
374,81,291,315,297,0,24,291,0.000000,0.500000,0.979381,0.979381,0.942857,0.969697,0.950000,0.990000,0.960000
374,85,301,304,303,0,3,301,0.000000,0.666667,0.990033,0.990033,0.986842,0.990099,0.993333,1.000000,1.000000
374,93,299,299,298,1,1,298,1.000000,1.000000,0.996644,0.996656,0.996656,0.996644,0.993333,0.993333,0.990000
375,36,299,301,300,0,2,299,0.000000,1.000000,0.996656,0.996656,0.996678,0.996667,0.993333,1.000000,0.996667
375,26,301,311,305,4,14,297,0.250000,0.357143,0.989899,0.980066,0.961415,0.977049,0.983333,0.996667,0.993333
375,48,306,301,305,7,2,299,0.714286,1.000000,0.973244,0.967320,0.973422,0.970492,0.986667,0.976667,0.986667
375,46,305,304,305,2,1,303,0.500000,1.000000,0.983498,0.980328,0.983553,0.980328,0.996667,0.996667,0.996667
375,74,301,301,301,0,0,301,0.000000,0.000000,0.996678,0.996678,0.996678,0.996678,1.000000,1.000000,1.000000
375,64,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
375,16,298,300,299,1,3,297,1.000000,1.000000,0.989899,0.989933,0.990000,0.989967,0.983333,0.990000,0.986667
375,45,293,296,296,4,7,289,0.750000,0.571429,0.982699,0.979522,0.972973,0.979730,0.956667,0.960000,0.966667
375,15,308,315,310,0,7,308,0.000000,0.571429,0.961039,0.961039,0.952381,0.961290,0.986667,1.000000,0.993333
375,4,300,303,301,1,4,299,1.000000,0.500000,0.989967,0.990000,0.983498,0.990033,0.990000,0.993333,0.993333
376,81,296,312,299,0,16,296,0.000000,0.500000,0.972973,0.972973,0.948718,0.969900,0.960000,0.986667,0.966667
376,90,300,299,300,1,0,299,0.000000,0.000000,0.996656,0.993333,0.996656,0.993333,0.993333,0.993333,0.993333
376,11,301,303,302,1,3,300,1.000000,0.666667,0.980000,0.980066,0.976898,0.980132,0.983333,0.986667,0.986667
376,39,303,312,308,3,12,300,0.666667,0.500000,0.970000,0.966997,0.951923,0.961039,0.976667,0.990000,0.986667
376,67,299,299,298,1,1,298,0.000000,0.000000,0.993289,0.989967,0.989967,0.993289,0.986667,0.986667,0.986667
376,75,302,303,303,0,1,302,0.000000,1.000000,0.986755,0.986755,0.986799,0.986799,0.993333,0.996667,0.996667
376,98,303,306,305,1,4,302,0.000000,1.000000,0.970199,0.966997,0.970588,0.967213,0.976667,0.990000,0.983333
376,54,301,301,301,0,0,301,0.000000,0.000000,0.996678,0.996678,0.996678,0.996678,1.000000,1.000000,1.000000
376,14,304,300,303,4,0,300,0.500000,0.000000,0.993333,0.986842,0.993333,0.986799,1.000000,0.993333,0.996667
376,72,320,328,325,0,8,320,0.000000,0.250000,0.931250,0.931250,0.914634,0.920000,0.993333,1.000000,0.996667
377,9,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
377,15,309,312,309,0,3,309,0.000000,0.333333,0.961165,0.961165,0.955128,0.961165,0.990000,0.993333,0.990000
377,79,306,308,306,4,6,302,0.750000,0.666667,0.966887,0.964052,0.961039,0.964052,0.983333,0.986667,0.983333
377,70,298,298,298,1,1,297,1.000000,1.000000,0.993266,0.993289,0.993289,0.993289,0.986667,0.986667,0.986667
377,49,303,305,305,2,4,301,1.000000,0.750000,0.966777,0.966997,0.963934,0.967213,0.976667,0.980000,0.983333
377,61,300,300,300,0,0,300,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
377,53,304,304,305,1,1,303,0.000000,1.000000,0.983498,0.980263,0.983553,0.980328,0.993333,0.996667,0.996667
377,91,299,308,301,2,11,297,1.000000,0.454545,0.983165,0.983278,0.964286,0.976744,0.980000,0.990000,0.980000
377,52,299,298,299,2,1,297,1.000000,0.000000,0.996633,0.996656,0.993289,0.996656,0.993333,0.986667,0.993333
377,14,304,306,304,0,2,304,0.000000,0.000000,0.986842,0.986842,0.980392,0.986842,1.000000,1.000000,1.000000
378,62,298,299,299,2,3,296,1.000000,0.333333,0.993243,0.993289,0.986622,0.989967,0.986667,0.983333,0.986667
378,23,299,300,299,2,3,297,0.500000,0.666667,0.996633,0.993311,0.993333,0.993311,0.990000,0.993333,0.990000
378,37,300,320,306,0,20,300,0.000000,0.400000,0.973333,0.973333,0.937500,0.967320,0.973333,1.000000,0.986667
378,57,303,320,311,0,17,303,0.000000,0.470588,0.963696,0.963696,0.937500,0.958199,0.973333,1.000000,0.993333
378,18,298,303,299,0,5,298,0.000000,0.600000,0.996644,0.996644,0.990099,0.996656,0.990000,1.000000,0.993333
378,31,300,303,306,4,7,296,0.500000,0.571429,0.989865,0.983333,0.980198,0.977124,0.983333,0.990000,0.996667
378,5,299,302,299,0,3,299,0.000000,0.333333,0.993311,0.993311,0.986755,0.993311,0.990000,0.993333,0.990000
378,40,324,325,324,0,1,324,0.000000,0.000000,0.925926,0.925926,0.923077,0.925926,1.000000,1.000000,1.000000
378,91,288,314,295,0,26,288,0.000000,0.576923,0.989583,0.989583,0.955414,0.983051,0.950000,1.000000,0.966667
378,94,301,299,300,2,0,299,0.500000,0.000000,0.996656,0.993355,0.996656,0.996667,0.996667,0.993333,0.996667
379,69,313,319,316,0,6,313,0.000000,0.166667,0.952077,0.952077,0.937304,0.943038,0.993333,0.996667,0.993333
